,ID_REF,PROBE_ID,IDENTIFIER
46895,237646_x_at,46895,PLEKHG5
46896,237647_at,46896,GHRL
46897,237648_x_at,46897,H10673
46898,237649_at,46898,COPS4
46899,237650_at,46899,237650_at
46900,237651_x_at,46900,LINC00518
46901,237652_at,46901,IQSEC2
46902,237653_at,46902,237653_at
46903,237654_at,46903,PPP1R36
46904,237655_at,46904,BF510450
46905,237656_at,46905,WWC2
46906,237657_at,46906,AI458942
46907,237658_at,46907,AI990272
46908,237659_at,46908,FLJ40288
46909,237660_at,46909,UNC80
46910,237661_at,46910,LOC100506997
46911,237662_at,46911,SPATA19
46912,237663_at,46912,AI681941
46913,237664_at,46913,AV745243
46914,237665_at,46914,AA020752
46915,237666_at,46915,XRRA1
46916,237667_at,46916,BF059726
46917,237668_at,46917,LOC100507201
46918,237669_at,46918,AA053713
46919,237670_at,46919,MIR663AHG
46920,237671_at,46920,AW450288
46921,237672_at,46921,H40306
46922,237673_at,46922,BE465103
46923,237674_at,46923,BF509849
46924,237675_at,46924,LINC01351
46925,237676_at,46925,237676_at
46926,237677_at,46926,237677_at
46927,237678_at,46927,AW295525
46928,237679_at,46928,TRIM66
46929,237680_at,46929,LOC102723542
46930,237681_at,46930,237681_at
46931,237682_at,46931,AW002500
46932,237683_s_at,46932,AV719289
46933,237684_at,46933,LOC100507461
46934,237685_at,46934,LOC101929926
46935,237686_at,46935,RNF219
46936,237687_at,46936,LOC283737
46937,237688_at,46937,BF433156
46938,237689_at,46938,BF111108
46939,237690_at,46939,ADGRF4
46940,237691_x_at,46940,ENO3
46941,237692_at,46941,R98822
46942,237693_at,46942,R98978
46943,237694_at,46943,AI190291
46944,237695_at,46944,237695_at
46945,237696_at,46945,BF594228
46946,237697_at,46946,LOC101928269
46947,237698_at,46947,AI692664
46948,237699_at,46948,LINC00427
46949,237700_at,46949,AI939314
46950,237701_at,46950,C12orf54
46951,237702_at,46951,RBM45
46952,237703_at,46952,AI655394
46953,237704_at,46953,AW138920
46954,237705_at,46954,AI808303
46955,237706_at,46955,STXBP4
46956,237707_at,46956,AA100674
46957,237708_at,46957,BF509793
46958,237709_at,46958,LOC100507513
46959,237710_at,46959,BE500990
46960,237711_at,46960,ZNF705G
46961,237712_at,46961,LOC100507562
46962,237713_at,46962,BF432207
46963,237714_at,46963,AI939594
46964,237715_at,46964,BF514808
46965,237716_at,46965,AA699673
46966,237717_x_at,46966,BE176177
46967,237718_at,46967,EIF4E
46968,237719_x_at,46968,RGS7BP
46969,237720_at,46969,ASB4
46970,237721_s_at,46970,ASB4
46971,237722_at,46971,FLI1
46972,237723_at,46972,AV661798
46973,237724_at,46973,MARCH10
46974,237725_x_at,46974,SMC5
46975,237726_at,46975,AV738293
46976,237727_at,46976,H20179
46977,237728_at,46977,AI733222
46978,237729_at,46978,RRS1-AS1
46979,237730_at,46979,TP53TG3HP
46980,237731_at,46980,LINC01010
46981,237732_at,46981,PRR9
46982,237733_at,46982,AA846804
46983,237734_s_at,46983,CCDC37-AS1
46984,237735_at,46984,CCDC37-AS1
46985,237736_at,46985,BSND
46986,237737_at,46986,LOC101927345
46987,237738_at,46987,LOC101929341
46988,237739_at,46988,BGLT3
46989,237740_at,46989,AI910521
46990,237741_at,46990,SLC25A36
46991,237742_at,46991,AW138840
46992,237743_at,46992,BF509117
46993,237744_at,46993,BF511409
46994,237745_at,46994,TSC22D1-AS1
46995,237746_at,46995,AI168187
46996,237747_at,46996,LOC100507281
46997,237748_at,46997,SCGB2B2
46998,237749_at,46998,TCF4-AS1
46999,237750_at,46999,XPNPEP3
47000,237751_x_at,47000,T78404
47001,237752_at,47001,AW341064
47002,237753_at,47002,IL21R
47003,237754_at,47003,LOC101928682
47004,237755_s_at,47004,CFAP52
47005,237756_at,47005,PHOSPHO2-KLHL23
47006,237757_at,47006,AI247798
47007,237758_at,47007,LOC100505685
47008,237759_at,47008,CD48
47009,237760_at,47009,LINC01364
47010,237761_at,47010,AI479332
47011,237762_at,47011,AI034192
47012,237763_at,47012,BE670795
47013,237764_at,47013,LOC101928111
47014,237765_at,47014,SLC25A47
47015,237766_at,47015,ATP9B
47016,237767_at,47016,FARP1
47017,237768_x_at,47017,237768_x_at
47018,237769_at,47018,AA778674
47019,237770_at,47019,AW340015
47020,237771_s_at,47020,LOC101927305
47021,237772_at,47021,AI732275
47022,237773_at,47022,R38633
47023,237774_at,47023,PENK
47024,237775_x_at,47024,R49670
47025,237776_at,47025,ZADH2
47026,237777_at,47026,PFKFB1
47027,237778_at,47027,BG054792
47028,237779_at,47028,LOC100505711
47029,237780_at,47029,AA912525
47030,237781_at,47030,HORMAD2
47031,237782_at,47031,AW024001
47032,237783_at,47032,PLAC8L1
47033,237784_at,47033,SUB1
47034,237785_at,47034,ASB14
47035,237786_at,47035,MAGI2
47036,237787_at,47036,LOC100996263
47037,237788_at,47037,AA019363
47038,237789_at,47038,AW274560
47039,237790_at,47039,SCN8A
47040,237791_at,47040,AA835006
47041,237792_at,47041,R95743
47042,237793_at,47042,C20orf78
47043,237794_at,47043,LOC100132154
47044,237795_s_at,47044,SP2
47045,237796_at,47045,AI733472
47046,237797_at,47046,DNM1L
47047,237798_at,47047,AI074612
47048,237799_at,47048,SLC22A12
47049,237800_at,47049,BE217811
47050,237801_at,47050,LOC100506088
47051,237802_at,47051,XKR4
47052,237803_x_at,47052,AA455236
47053,237804_at,47053,DNAH11
47054,237805_at,47054,LOC729296
47055,237806_s_at,47055,LOC729296
47056,237807_at,47056,SPATA12
47057,237808_at,47057,ST7-AS2
47058,237809_at,47058,237809_at
47059,237810_at,47059,CLDN6
47060,237811_at,47060,BE671576
47061,237812_at,47061,AI684424
47062,237813_at,47062,PCBP2
47063,237814_at,47063,AW293239
47064,237815_at,47064,AI692665
47065,237816_at,47065,AA702582
47066,237817_at,47066,SSR3
47067,237818_at,47067,LARP6
47068,237819_at,47068,CREB3L2
47069,237820_at,47069,BE327079
47070,237821_at,47070,237821_at
47071,237822_at,47071,AI962701
47072,237823_at,47072,AI637948
47073,237824_at,47073,AI217900
47074,237825_x_at,47074,R51853
47075,237826_at,47075,BE220308
47076,237827_at,47076,FAM205C
47077,237828_at,47077,SRRM4
47078,237829_at,47078,237829_at
47079,237830_at,47079,AA700206
47080,237831_x_at,47080,MMAA
47081,237832_at,47081,H29490
47082,237833_s_at,47082,SNCAIP
47083,237834_at,47083,SNCAIP
47084,237835_at,47084,AI968097
47085,237836_at,47085,H02614
47086,237837_at,47086,BF433388
47087,237838_at,47087,AI075924
47088,237839_at,47088,BF433975
47089,237840_at,47089,LINC01118
47090,237841_at,47090,AI022702
47091,237842_at,47091,MAP7D3
47092,237843_at,47092,BF510392
47093,237844_at,47093,LOC100506639
47094,237845_at,47094,LOC101927552
47095,237846_at,47095,AI022420
47096,237847_at,47096,NTN1
47097,237848_at,47097,LOC100996671
47098,237849_at,47098,237849_at
47099,237850_at,47099,237850_at
47100,237851_at,47100,R60900
47101,237852_at,47101,AA932539
47102,237853_x_at,47102,KRTAP10-12
47103,237854_at,47103,AI633785
47104,237855_at,47104,ZNF777
47105,237856_at,47105,RAP1GDS1
47106,237857_at,47106,AV650485
47107,237858_s_at,47107,MTUS2
47108,237859_at,47108,BE670493
47109,237860_at,47109,RBMS3
47110,237861_at,47110,LOC100506105
47111,237862_at,47111,LOC100506189
47112,237863_at,47112,TMPO
47113,237864_at,47113,AI990122
47114,237865_x_at,47114,AA520982
47115,237866_at,47115,PID1
47116,237867_s_at,47116,PID1
47117,237868_x_at,47117,AI791828
47118,237869_at,47118,GGACT
47119,237870_at,47119,NQO2
47120,237871_x_at,47120,LOC100996902
47121,237872_at,47121,LOC102725454
47122,237873_s_at,47122,AV659201
47123,237874_at,47123,AW438529
47124,237875_at,47124,BE501281
47125,237876_at,47125,237876_at
47126,237877_at,47126,AI983303
47127,237878_at,47127,237878_at
47128,237879_at,47128,AV649411
47129,237880_at,47129,MIR3681HG
47130,237881_at,47130,AI821602
47131,237882_at,47131,AI656634
47132,237883_at,47132,LOC101927098
47133,237884_x_at,47133,TRPM7
47134,237885_at,47134,SOX21-AS1
47135,237886_at,47135,AA994026
47136,237887_at,47136,AI703397
47137,237888_at,47137,LOC100422737
47138,237889_s_at,47138,LOC100422737
47139,237890_at,47139,AW026356
47140,237891_at,47140,MDM2
47141,237892_at,47141,AV649100
47142,237893_at,47142,N39325
47143,237894_at,47143,C3orf22
47144,237895_at,47144,AV700930
47145,237896_at,47145,NODAL
47146,237897_at,47146,IAH1
47147,237898_at,47147,AA694174
47148,237899_at,47148,LOC100506374
47149,237900_at,47149,KLHDC4
47150,237901_at,47150,AV657369
47151,237902_at,47151,237902_at
47152,237903_at,47152,BF332654
47153,237904_at,47153,BF056965
47154,237905_at,47154,KRT25
47155,237906_at,47155,BE549644
47156,237907_at,47156,AV658165
47157,237908_at,47157,AV650645
47158,237909_at,47158,ADAM6
47159,237910_x_at,47159,FAM92A1
47160,237911_at,47160,BF057809
47161,237912_at,47161,BF432739
47162,237913_at,47162,LOC100506348
47163,237914_s_at,47163,AI693161
47164,237915_at,47164,CAND1.11
47165,237916_at,47165,AW590489
47166,237917_at,47166,NBPF8
47167,237918_at,47167,BE502455
47168,237919_at,47168,RFFL
47169,237920_at,47169,SYCP2
47170,237921_at,47170,237921_at
47171,237922_at,47171,AW573261
47172,237923_at,47172,AI733801
47173,237924_at,47173,AI821779
47174,237925_at,47174,BE502965
47175,237926_s_at,47175,AW817080
47176,237927_at,47176,AI697622
47177,237928_at,47177,237928_at
47178,237929_at,47178,C17orf50
47179,237930_at,47179,AI939586
47180,237931_at,47180,AI732263
47181,237932_at,47181,AW003130
47182,237933_at,47182,AI475124
47183,237934_at,47183,AI873296
47184,237935_at,47184,BF056251
47185,237936_at,47185,AI703186
47186,237937_x_at,47186,AI939541
47187,237938_at,47187,H65306
47188,237939_at,47188,EPHA5
47189,237940_s_at,47189,AV720804
47190,237941_at,47190,AV720804
47191,237942_at,47191,SNRK-AS1
47192,237943_at,47192,TMCC1
47193,237944_at,47193,AV648843
47194,237945_at,47194,AI651786
47195,237946_at,47195,AA017302
47196,237947_at,47196,AI336842
47197,237948_at,47197,AA054629
47198,237949_at,47198,BE465396
47199,237950_s_at,47199,AV649666
47200,237951_at,47200,R02328
47201,237952_at,47201,AA033987
47202,237953_at,47202,AI092511
47203,237954_x_at,47203,ARHGEF40
47204,237955_at,47204,C5orf58
47205,237956_s_at,47205,C5orf58
47206,237957_at,47206,LOC643711
47207,237958_at,47207,BE551169
47208,237959_at,47208,AW937500
47209,237960_at,47209,CEP112
47210,237961_at,47210,AV700092
47211,237962_x_at,47211,BF912264
47212,237963_x_at,47212,AA054125
47213,237964_at,47213,BF223804
47214,237965_at,47214,237965_at
47215,237966_at,47215,BF448038
47216,237967_at,47216,HAL
47217,237968_at,47217,ATL2
47218,237969_at,47218,237969_at
47219,237970_at,47219,BE504838
47220,237971_at,47220,AI341258
47221,237972_at,47221,AI651275
47222,237973_at,47222,AI733336
47223,237974_at,47223,MIR4454
47224,237975_at,47224,LOC100505986
47225,237976_at,47225,N53787
47226,237977_at,47226,LOC100996349
47227,237978_at,47227,AI091008
47228,237979_at,47228,AI969784
47229,237980_at,47229,LINC00347
47230,237981_at,47230,CMYA5
47231,237982_at,47231,LOC101928327
47232,237983_at,47232,AI939535
47233,237984_x_at,47233,R61375
47234,237985_at,47234,BE646539
47235,237986_at,47235,AI076355
47236,237987_x_at,47236,AV657741
47237,237988_at,47237,EIF1B
47238,237989_at,47238,IGFBP1
47239,237990_x_at,47239,CACTIN
47240,237991_at,47240,N30071
47241,237992_at,47241,AI346031
47242,237993_at,47242,CHCHD5
47243,237994_at,47243,BE551550
47244,237995_at,47244,RIMBP2
47245,237996_at,47245,AV650867
47246,237997_s_at,47246,AV650867
47247,237998_at,47247,BE220868
47248,237999_at,47248,AW195867
47249,238000_at,47249,BF195340
47250,238001_at,47250,KCTD6
47251,238002_at,47251,GOLIM4
47252,238003_at,47252,HEPN1
47253,238004_at,47253,PGBD2
47254,238005_s_at,47254,SIN3A
47255,238006_at,47255,SIN3A
47256,238007_at,47256,ZNF271P
47257,238008_at,47257,PRR18
47258,238009_at,47258,SOX5
47259,238010_at,47259,C1orf174
47260,238011_at,47260,BF668314
47261,238012_at,47261,DPP7
47262,238013_at,47262,PLEKHA2
47263,238014_at,47263,NEMP2
47264,238015_at,47264,C4orf46
47265,238016_s_at,47265,LOC100507507
47266,238017_at,47266,SDR16C5
47267,238018_at,47267,FAM150B
47268,238019_at,47268,PLIN5
47269,238020_at,47269,PSMC2
47270,238021_s_at,47270,CRNDE
47271,238022_at,47271,CRNDE
47272,238023_at,47272,BE747210
47273,238024_at,47273,AW975060
47274,238025_at,47274,MLKL
47275,238026_at,47275,RPL35A
47276,238027_at,47276,SPATA24
47277,238028_at,47277,C6orf132
47278,238029_s_at,47278,SLC16A14
47279,238030_at,47279,ZNF268
47280,238031_at,47280,LOC101928707
47281,238032_at,47281,238032_at
47282,238033_at,47282,HEXDC
47283,238034_at,47283,CANX
47284,238035_at,47284,SP3
47285,238036_at,47285,SHE
47286,238037_at,47286,LMLN
47287,238038_at,47287,AI075662
47288,238039_at,47288,SCAMP1-AS1
47289,238040_at,47289,AW966903
47290,238041_at,47290,TCF12
47291,238042_at,47291,AW134485
47292,238043_at,47292,ARID1B
47293,238044_at,47293,AW002073
47294,238045_at,47294,TMEM65
47295,238046_x_at,47295,PWWP2B
47296,238047_at,47296,ARHGAP36
47297,238048_at,47297,CLASP2
47298,238049_at,47298,GRAMD3
47299,238050_at,47299,ANTXR2
47300,238051_x_at,47300,PWWP2B
47301,238052_at,47301,238052_at
47302,238053_at,47302,DHRSX
47303,238054_at,47303,ADPRHL1
47304,238055_at,47304,LOC100505549
47305,238056_at,47305,SDHC
47306,238057_at,47306,USP45
47307,238058_at,47307,PRR34-AS1
47308,238059_at,47308,BE728923
47309,238060_s_at,47309,B4GALNT4
47310,238061_at,47310,LGI3
47311,238062_at,47311,GPIHBP1
47312,238063_at,47312,TMEM154
47313,238064_at,47313,AW291332
47314,238065_at,47314,TPM3
47315,238066_at,47315,RBP7
47316,238067_at,47316,TBC1D8B
47317,238068_at,47317,LOC100506651
47318,238069_at,47318,LOC101927365
47319,238070_at,47319,CHD1L
47320,238071_at,47320,LCN10
47321,238072_at,47321,CLK3
47322,238073_at,47322,ELAVL4
47323,238074_at,47323,WDR27
47324,238075_at,47324,CHEK1
47325,238076_at,47325,GATAD2B
47326,238077_at,47326,KCTD6
47327,238078_at,47327,SEC22A
47328,238079_at,47328,TPM3
47329,238080_at,47329,B4GALNT4
47330,238081_at,47330,WDFY3-AS2
47331,238082_at,47331,AA777270
47332,238083_at,47332,PARP10
47333,238084_at,47333,PCGF3
47334,238085_at,47334,LOC101928521
47335,238086_at,47335,LOC100129617
47336,238087_at,47336,RTCA
47337,238088_at,47337,BF511954
47338,238089_at,47338,MAN2C1
47339,238090_at,47339,HGSNAT
47340,238091_at,47340,LOC100506388
47341,238092_at,47341,LRFN4
47342,238093_at,47342,C9orf173-AS1
47343,238094_at,47343,LOC101928728
47344,238095_at,47344,GATA5
47345,238096_at,47345,LOC284023
47346,238097_at,47346,GAS6-AS1
47347,238098_at,47347,238098_at
47348,238099_at,47348,AI827632
47349,238100_at,47349,AAK1
47350,238101_at,47350,BEND4
47351,238102_s_at,47351,BTBD19
47352,238103_at,47352,LINC01207
47353,238104_at,47353,238104_at
47354,238105_x_at,47354,WNT7B
47355,238106_at,47355,AW771190
47356,238107_at,47356,AI377535
47357,238108_at,47357,AI401627
47358,238109_at,47358,AW104978
47359,238110_at,47359,PPP6R2
47360,238111_at,47360,SDCCAG3
47361,238112_at,47361,LOC283177
47362,238113_at,47362,SMIM2-AS1
47363,238114_at,47363,PCMTD1
47364,238115_at,47364,DNAJC18
47365,238116_at,47365,DYNLRB2
47366,238117_at,47366,PPOX
47367,238118_s_at,47367,PPOX
47368,238119_at,47368,AW665321
47369,238120_at,47369,RPH3AL
47370,238121_at,47370,GK5
47371,238122_at,47371,RBM12B
47372,238123_at,47372,GABRQ
47373,238124_at,47373,MYOM3
47374,238125_at,47374,ADAMTS16
47375,238126_at,47375,APTR
47376,238127_at,47376,GAS6-AS1
47377,238128_at,47377,TMEM200C
47378,238129_s_at,47378,FZD2
47379,238130_at,47379,NFATC2IP
47380,238131_at,47380,PHC2
47381,238132_at,47381,RCC1L
47382,238133_at,47382,238133_at
47383,238134_at,47383,AW885748
47384,238135_at,47384,AGTRAP
47385,238136_at,47385,SHISA7
47386,238137_at,47386,AW173004
47387,238138_at,47387,CANX
47388,238139_at,47388,LOC101928728
47389,238140_at,47389,ARV1
47390,238141_s_at,47390,LOC100996246
47391,238142_at,47391,AW029203
47392,238143_at,47392,LYPD8
47393,238144_s_at,47393,BF514993
47394,238145_at,47394,ZNF496
47395,238146_at,47395,AA836641
47396,238147_at,47396,TRIM46
47397,238148_s_at,47397,ZNF818P
47398,238149_at,47398,ZNF818P
47399,238150_at,47399,BF434118
47400,238151_at,47400,BF511636
47401,238152_at,47401,C11orf95
47402,238153_at,47402,AW451980
47403,238154_at,47403,CEP70
47404,238155_at,47404,AI638235
47405,238156_at,47405,AW205632
47406,238157_at,47406,BF508660
47407,238158_at,47407,MEIG1
47408,238159_at,47408,AI381900
47409,238160_at,47409,ACOT12
47410,238161_at,47410,AA813859
47411,238162_at,47411,238162_at
47412,238163_at,47412,LOC102725343
47413,238164_at,47413,USP6NL
47414,238165_at,47414,PDZRN3-AS1
47415,238166_s_at,47415,C17orf51
47416,238167_at,47416,C17orf51
47417,238168_at,47417,TM4SF1
47418,238169_at,47418,AI307778
47419,238170_at,47419,BE327727
47420,238171_at,47420,SLC25A30
47421,238172_at,47421,AA192765
47422,238173_at,47422,TCEA2
47423,238174_at,47423,FBXL17
47424,238175_at,47424,AI806909
47425,238176_at,47425,RAPGEF2
47426,238177_at,47426,SLC6A19
47427,238178_at,47427,238178_at
47428,238179_at,47428,LOC101930112
47429,238180_at,47429,LOC102724094
47430,238181_at,47430,AI911745
47431,238182_at,47431,AW450402
47432,238183_at,47432,238183_at
47433,238184_at,47433,AI765998
47434,238185_at,47434,AI950302
47435,238186_at,47435,H15087
47436,238187_at,47436,C2orf57
47437,238188_at,47437,IBA57-AS1
47438,238189_at,47438,SIN3A
47439,238190_at,47439,TUFM
47440,238191_at,47440,SDHC
47441,238192_at,47441,ZNF268
47442,238193_at,47442,238193_at
47443,238194_at,47443,DGKK
47444,238195_at,47444,238195_at
47445,238196_at,47445,LOC285095
47446,238197_at,47446,GATA5
47447,238198_at,47447,238198_at
47448,238199_x_at,47448,LOC101929612
47449,238200_at,47449,AA765240
47450,238201_at,47450,LOC100505786
47451,238202_at,47451,BE464106
47452,238203_at,47452,AA779230
47453,238204_at,47453,AI242160
47454,238205_at,47454,DCAF12L1
47455,238206_at,47455,RXFP1
47456,238207_at,47456,SMIM4
47457,238208_at,47457,N53978
47458,238209_at,47458,AW005925
47459,238210_at,47459,AW137224
47460,238211_at,47460,CASC16
47461,238212_at,47461,238212_at
47462,238213_at,47462,MIR5188
47463,238214_at,47463,LRRC69
47464,238215_at,47464,SLC6A18
47465,238216_at,47465,LOC100506258
47466,238217_at,47466,AI808330
47467,238218_at,47467,OOEP
47468,238219_at,47468,C12orf50
47469,238220_at,47469,KDM6A
47470,238221_at,47470,R42863
47471,238222_at,47471,GKN2
47472,238223_at,47472,PXK
47473,238224_at,47473,AI701459
47474,238225_at,47474,MIR146A
47475,238226_at,47475,TMEM255B
47476,238227_at,47476,AI698001
47477,238228_at,47477,238228_at
47478,238229_at,47478,TMEM67
47479,238230_x_at,47479,MAN2C1
47480,238231_at,47480,NFYC
47481,238232_at,47481,AI634355
47482,238233_at,47482,AA490999
47483,238234_at,47483,BF055156
47484,238235_at,47484,AA013222
47485,238236_at,47485,BF194816
47486,238237_at,47486,LOC100130964
47487,238238_at,47487,AW873614
47488,238239_at,47488,WDR27
47489,238240_at,47489,238240_at
47490,238241_at,47490,EPHA5-AS1
47491,238242_at,47491,MIR8072
47492,238243_at,47492,AW085501
47493,238244_at,47493,LINC00535
47494,238245_at,47494,ENPP7
47495,238246_at,47495,TESMIN
47496,238247_at,47496,TMC3-AS1
47497,238248_at,47497,AI935789
47498,238249_at,47498,LOC101927499
47499,238250_at,47499,AI911318
47500,238251_at,47500,AI798899
47501,238252_at,47501,AI040743
47502,238253_at,47502,WDR72
47503,238254_at,47503,ZNF677
47504,238255_at,47504,AI285865
47505,238256_at,47505,AI939596
47506,238257_at,47506,N64035
47507,238258_at,47507,WBSCR28
47508,238259_at,47508,ADSSL1
47509,238260_at,47509,238260_at
47510,238261_at,47510,H93721
47511,238262_at,47511,SPDYA
47512,238263_at,47512,EPHA1-AS1
47513,238264_at,47513,BF110088
47514,238265_x_at,47514,BF514885
47515,238266_at,47515,AW295235
47516,238267_s_at,47516,BF476800
47517,238268_at,47517,BF476800
47518,238269_at,47518,AW241482
47519,238270_x_at,47519,BF476936
47520,238271_x_at,47520,W90010
47521,238272_at,47521,TPMT
47522,238273_at,47522,LOC101930655
47523,238274_at,47523,AW294973
47524,238275_at,47524,HAP1
47525,238276_at,47525,BE504582
47526,238277_at,47526,238277_at
47527,238278_at,47527,AI204439
47528,238279_x_at,47528,BF062155
47529,238280_at,47529,CYB5RL
47530,238281_at,47530,BF593928
47531,238282_at,47531,BE670813
47532,238283_at,47532,LINC00635
47533,238284_at,47533,LOC100506154
47534,238285_at,47534,SOX5
47535,238286_at,47535,SPG7
47536,238287_at,47536,SLC7A13
47537,238288_at,47537,AW593384
47538,238289_at,47538,AI806045
47539,238290_at,47539,LOC101929464
47540,238291_at,47540,UFL1
47541,238292_at,47541,AW293033
47542,238293_at,47542,AW592412
47543,238294_at,47543,AW205208
47544,238295_at,47544,TEFM
47545,238296_at,47545,GLIPR1L1
47546,238297_at,47546,AI884781
47547,238298_at,47547,LINC00845
47548,238299_at,47548,238299_at
47549,238300_s_at,47549,DAZAP2
47550,238301_at,47550,238301_at
47551,238302_at,47551,AW064223
47552,238303_at,47552,AW070371
47553,238304_at,47553,R45137
47554,238305_at,47554,238305_at
47555,238306_at,47555,H82959
47556,238307_at,47556,H67147
47557,238308_at,47557,AI962223
47558,238309_x_at,47558,238309_x_at
47559,238310_at,47559,AW515648
47560,238311_at,47560,BF940192
47561,238312_s_at,47561,B4GALT3
47562,238313_at,47562,AI096786
47563,238314_x_at,47563,BF942043
47564,238315_s_at,47564,ZNF567
47565,238316_at,47565,ZNF567
47566,238317_x_at,47566,BF439728
47567,238318_at,47567,AI346891
47568,238319_at,47568,LOC644090
47569,238320_at,47569,MIR612
47570,238321_at,47570,CD37
47571,238322_s_at,47571,TEAD2
47572,238323_at,47572,TEAD2
47573,238324_at,47573,GATAD2A
47574,238325_s_at,47574,ODF3B
47575,238326_at,47575,ODF3B
47576,238327_at,47576,ODF3B
47577,238328_at,47577,MPRIP
47578,238329_at,47578,BE545235
47579,238330_s_at,47579,BE545235
47580,238331_at,47580,SPRN
47581,238332_at,47581,ANKRD29
47582,238333_s_at,47582,PAOX
47583,238334_at,47583,PAOX
47584,238335_at,47584,DNAJC21
47585,238336_s_at,47585,DNAJC21
47586,238337_s_at,47586,DNAJC21
47587,238338_at,47587,DCAF8
47588,238339_x_at,47588,LRIG1
47589,238340_at,47589,DCAF8
47590,238341_at,47590,BF677084
47591,238342_at,47591,BF677084
47592,238343_x_at,47592,AW390231
47593,238344_at,47593,238344_at
47594,238345_at,47594,SLC38A10
47595,238346_s_at,47595,TGS1
47596,238347_at,47596,SLC38A10
47597,238348_x_at,47597,AW390231
47598,238349_at,47598,UBN2
47599,238350_at,47599,UBN2
47600,238351_x_at,47600,AI792565
47601,238352_s_at,47601,AI792565
47602,238353_at,47602,RASL11A
47603,238354_x_at,47603,AI366965
47604,238355_at,47604,AW749121
47605,238356_at,47605,DOCK11
47606,238357_at,47606,AW749121
47607,238358_x_at,47607,AI366965
47608,238359_at,47608,LINC00672
47609,238360_s_at,47609,LINC00672
47610,238361_s_at,47610,AW086256
47611,238362_at,47611,AW271932
47612,238363_at,47612,AW015521
47613,238364_x_at,47613,GLI4
47614,238365_s_at,47614,C1orf228
47615,238366_at,47615,C1orf228
47616,238367_s_at,47616,C1orf228
47617,238368_at,47617,AW271932
47618,238369_s_at,47618,LINC01607
47619,238370_x_at,47619,AI252081
47620,238371_s_at,47620,AI344149
47621,238372_s_at,47621,AI344149
47622,238373_at,47622,H1FNT
47623,238374_at,47623,H1FNT
47624,238375_at,47624,AI820887
47625,238376_at,47625,LOC100505564
47626,238377_s_at,47626,LINC01607
47627,238378_at,47627,GPRIN3
47628,238379_x_at,47628,C14394
47629,238380_s_at,47629,LINC00226
47630,238381_x_at,47630,AW301313
47631,238382_x_at,47631,238382_x_at
47632,238383_at,47632,C6orf58
47633,238384_x_at,47633,AW268162
47634,238385_at,47634,C6orf58
47635,238386_x_at,47635,AI335375
47636,238387_s_at,47636,LINC00226
47637,238388_x_at,47637,AI792545
47638,238389_s_at,47638,AI458208
47639,238390_at,47639,AI254165
47640,238391_at,47640,AI612095
47641,238392_at,47641,AW301504
47642,238393_at,47642,AL047534
47643,238394_at,47643,AI612095
47644,238395_at,47644,AI254013
47645,238396_at,47645,AW876301
47646,238397_at,47646,AW876301
47647,238398_s_at,47647,BF805425
47648,238399_x_at,47648,BF805425
47649,238400_at,47649,ENDOV
47650,238401_at,47650,ENDOV
47651,238402_s_at,47651,ENDOV
47652,238403_at,47652,BE139685
47653,238404_x_at,47653,SEZ6L2
47654,238405_at,47654,AI792896
47655,238406_x_at,47655,SEZ6L2
47656,238407_at,47656,AI792880
47657,238408_at,47657,AW086258
47658,238409_x_at,47658,OXR1
47659,238410_x_at,47659,AI792495
47660,238411_x_at,47660,NREP
47661,238412_at,47661,LOC101060405
47662,238413_at,47662,RRN3P3
47663,238414_at,47663,AI252905
47664,238415_at,47664,238415_at
47665,238416_x_at,47665,ZC3H18
47666,238417_at,47666,PGM2L1
47667,238418_at,47667,SLC35B4
47668,238419_at,47668,PHLDB2
47669,238420_at,47669,TAOK1
47670,238421_at,47670,RC3H2
47671,238422_at,47671,LBX2-AS1
47672,238423_at,47672,SYTL3
47673,238424_at,47673,ADAL
47674,238425_at,47674,PSMB2
47675,238426_at,47675,TMEM130
47676,238427_at,47676,GRPEL2
47677,238428_at,47677,KCNJ15
47678,238429_at,47678,TMEM71
47679,238430_x_at,47679,SLFN5
47680,238431_at,47680,W68845
47681,238432_at,47681,DLGAP1-AS1
47682,238433_at,47682,SNX5
47683,238434_at,47683,SMCR8
47684,238435_at,47684,CA5BP1
47685,238436_s_at,47685,ZNF805
47686,238437_at,47686,ZNF805
47687,238438_at,47687,CNOT6L
47688,238439_at,47688,ANKRD22
47689,238440_at,47689,CLYBL
47690,238441_at,47690,PRKAA2
47691,238442_at,47691,AA470761
47692,238443_at,47692,TFAM
47693,238444_at,47693,ZNF618
47694,238445_x_at,47694,MGAT5B
47695,238446_at,47695,NAIP
47696,238447_at,47696,RBMS3
47697,238448_at,47697,MRPL19
47698,238449_at,47698,SMG1P5
47699,238450_at,47699,PFKFB2
47700,238451_at,47700,MPP7
47701,238452_at,47701,FCRLB
47702,238453_at,47702,FGFBP3
47703,238454_at,47703,ZNF540
47704,238455_at,47704,PLXDC2
47705,238456_at,47705,LOC100289230
47706,238457_at,47706,DGKE
47707,238458_at,47707,MICU3
47708,238459_x_at,47708,SPATA6
47709,238460_at,47709,FAM83A
47710,238461_at,47710,EIF4E3
47711,238462_at,47711,UBASH3B
47712,238463_at,47712,GAS1RR
47713,238464_at,47713,ANKRD36
47714,238465_at,47714,SETD9
47715,238466_at,47715,R43486
